399.69,1.00E+02,
400.17,1.00E+02,
400.66,1.00E+02,
401.14,1.00E+02,
401.62,1.00E+02,
402.10,1.00E+02,
402.58,1.00E+02,
403.07,1.00E+02,
403.55,1.00E+02,
404.03,1.00E+02,
404.51,1.00E+02,
405.00,1.00E+02,
405.48,1.00E+02,
405.96,1.00E+02,
406.44,1.00E+02,
406.92,1.00E+02,
407.41,1.00E+02,
407.89,1.00E+02,
408.37,1.00E+02,
408.85,1.00E+02,
409.33,1.00E+02,
409.82,1.00E+02,
410.30,1.00E+02,
410.78,1.00E+02,
411.26,1.00E+02,
411.75,1.00E+02,
412.23,1.00E+02,
412.71,1.00E+02,
413.19,1.00E+02,
413.67,1.00E+02,
414.16,1.00E+02,
414.64,1.00E+02,
415.12,1.00E+02,
415.60,1.00E+02,
416.08,1.00E+02,
416.57,1.00E+02,
417.05,1.00E+02,
417.53,1.00E+02,
418.01,1.00E+02,
418.50,1.00E+02,
418.98,1.00E+02,
419.46,1.00E+02,
419.94,1.00E+02,
420.42,1.00E+02,
420.91,1.00E+02,
421.39,1.00E+02,
421.87,1.00E+02,
422.35,1.00E+02,
422.83,1.00E+02,
423.32,1.00E+02,
423.80,1.00E+02,
424.28,1.00E+02,
424.76,1.00E+02,
425.24,1.00E+02,
425.73,1.00E+02,
426.21,1.00E+02,
426.69,1.00E+02,
427.17,1.00E+02,
427.66,1.00E+02,
428.14,1.00E+02,
428.62,1.00E+02,
429.10,1.00E+02,
429.58,1.00E+02,
430.07,1.00E+02,
430.55,1.00E+02,
431.03,1.00E+02,
431.51,1.00E+02,
431.99,1.00E+02,
432.48,1.00E+02,
432.96,1.00E+02,
433.44,1.00E+02,
433.92,1.00E+02,
434.41,1.00E+02,
434.89,1.00E+02,
435.37,100.000,
435.85,100.000,
436.33,100.000,
436.82,100.000,
437.30,100.000,
437.78,100.000,
438.26,100.000,
438.74,100.000,
439.23,100.000,
439.71,100.000,
440.19,100.000,
440.67,100.000,
441.16,100.000,
441.64,100.000,
442.12,100.000,
442.60,100.000,
443.08,100.000,
443.57,100.000,
444.05,100.000,
444.53,100.000,
445.01,100.000,
445.49,100.000,
445.98,100.000,
446.46,100.000,
446.94,100.000,
447.42,100.000,
447.91,100.000,
448.39,100.000,
448.87,100.000,
449.35,100.000,
449.83,100.000,
450.32,100.000,
450.80,100.000,
451.28,100.000,
451.76,100.000,
452.24,100.000,
452.73,100.000,
453.21,100.000,
453.69,100.000,
454.17,100.000,
454.66,100.000,
455.14,100.000,
455.62,100.000,
456.10,100.000,
456.58,100.000,
457.07,100.000,
457.55,100.000,
458.03,100.000,
458.51,100.000,
458.99,100.000,
459.48,100.000,
459.96,100.000,
460.44,100.000,
460.92,100.000,
461.41,100.000,
461.89,100.000,
462.37,100.000,
462.85,100.000,
463.33,100.000,
463.82,100.000,
464.30,100.000,
464.78,100.000,
465.26,100.000,
465.74,100.000,
466.23,100.000,
466.71,100.000,
467.19,100.000,
467.67,100.000,
468.16,100.000,
468.64,100.000,
469.12,100.000,
469.60,100.000,
470.08,100.000,
470.57,100.000,
471.05,100.000,
471.53,100.000,
472.01,100.000,
472.49,100.000,
472.98,100.000,
473.46,100.000,
473.94,100.000,
474.42,100.000,
474.91,100.000,
475.39,100.000,
475.87,100.000,
476.35,100.000,
476.83,100.000,
477.32,100.000,
477.80,100.000,
478.28,100.000,
478.76,100.000,
479.24,100.000,
479.73,100.000,
480.21,100.000,
480.69,100.000,
481.17,100.000,
481.66,100.000,
482.14,100.000,
482.62,100.000,
483.10,100.000,
483.58,100.000,
484.07,100.000,
484.55,100.000,
485.03,100.000,
485.51,100.000,
485.99,100.000,
486.48,100.000,
486.96,100.000,
487.44,100.000,
487.92,100.000,
488.40,100.000,
488.89,100.000,
489.37,100.000,
489.85,100.000,
